ticker,sector,pe_trailing,pe_forward,ps_ratio,pb_ratio,ev_ebitda,peg_ratio,fcf_yield,revenue_growth,earnings_growth,operating_margin,profit_margin,gross_margin,roe,roa,debt_to_equity,current_ratio,dividend_yield
EIX,Utilities,6.3602,11.2729,1.4637,1.6548,8.71,3.4777,-0.023,0.308,4.463,0.3595,0.2308,0.5783,0.241,0.0381,2.1574,0.729,4.78
EL,Consumer Defensive,,22.8112,1.7042,6.2013,14.2,1.4246,0.0678,0.056,,0.1426,-0.0121,0.7432,-0.0434,0.0442,2.3294,1.358,2.03
ELV,Healthcare,11.9341,10.2161,0.3333,1.5127,6.986,1.1517,0.0512,0.095,0.363,0.0154,0.0284,0.2556,0.1325,0.0435,0.7439,1.535,2.29
EME,Industrials,26.8096,24.1741,1.9931,9.1647,18.726,,0.0293,0.197,0.53,0.095,0.0749,0.1933,0.3849,0.116,0.1291,1.22,0.21
EMR,Industrials,32.2794,18.3772,4.0719,3.6502,14.689,1.6833,0.0389,0.041,0.049,0.246,0.1272,0.5276,0.0965,0.0661,0.6928,0.841,1.69
EOG,Energy,15.6575,11.4671,3.378,2.5707,7.017,3.7442,0.0304,0.0,-0.417,0.1694,0.2198,0.6202,0.1683,0.082,0.3062,1.632,2.86
EPAM,Technology,20.5342,9.9063,1.3969,2.0367,8.935,0.8195,0.0951,0.128,0.099,0.1186,0.0692,0.2888,0.1034,0.0755,3.907,2.594,
EQIX,Real Estate,72.4381,58.0345,10.6146,6.9414,29.301,4.5118,0.0288,0.081,,0.2154,0.1458,0.5132,0.0972,0.0333,1.6029,1.316,1.92
EQR,Real Estate,20.5,40.0556,7.6388,2.0655,16.77,,0.0599,0.02,-0.088,0.2851,0.362,0.6288,0.1002,0.0262,0.7432,0.107,4.66
EQT,Energy,18.0363,12.8073,4.5557,1.5685,7.992,6.6835,0.0491,0.269,0.546,0.5499,0.2493,0.7863,0.0901,0.0535,0.2893,0.763,1.11
ERIE,Financial Services,23.3624,17.8094,3.2078,5.7138,15.772,,0.0383,0.029,-0.584,0.1716,0.1375,0.1763,0.2619,0.1481,2.712,1.268,2.34
ES,Utilities,15.2346,13.5889,1.9273,1.6102,11.998,1.0117,0.0292,0.134,4.662,0.2214,0.1249,0.5362,0.1078,0.0317,1.8495,0.65,4.53
ESS,Real Estate,23.8056,40.2473,8.836,2.8764,18.254,,0.0575,0.032,-0.687,0.3286,0.346,0.6858,0.1224,0.031,1.1943,0.154,4.16
ETN,Industrials,34.5881,23.096,5.1097,7.2109,23.771,2.6749,0.0185,0.131,0.189,0.1997,0.1489,0.3777,0.2153,0.0833,0.5488,1.319,1.22
ETR,Utilities,29.3862,23.2759,4.0629,3.0712,14.654,2.4067,-0.0688,0.079,-0.208,0.1899,0.1358,0.4772,0.1077,0.0299,1.8179,0.742,2.16
EVRG,Utilities,22.6339,18.2033,3.1999,1.8662,12.584,2.3013,-0.0452,0.066,0.047,0.1774,0.1435,0.5227,0.0857,0.0288,1.4992,0.491,3.36
EW,Healthcare,44.779,24.4752,7.7582,4.5529,24.27,2.0832,0.0248,0.133,-0.766,0.237,0.1769,0.7801,0.1035,0.0765,6.824,3.716,
EXC,Utilities,18.0696,16.1903,2.0807,1.7517,12.292,3.0102,-0.0421,-0.011,-0.093,0.2162,0.1141,0.4293,0.0994,0.0284,1.7449,0.924,3.41
EXE,Energy,13.7239,11.115,2.1458,1.3379,5.248,8.6849,0.0471,0.383,,0.2751,0.1563,0.4532,0.1007,0.0586,0.275,1.005,3.07
EXPD,Industrials,24.5059,22.5218,1.7586,8.287,16.88,3.8242,0.0413,-0.033,-0.115,0.0879,0.0732,0.1344,0.3543,0.1364,0.242,1.812,1.06
EXPE,Consumer Cyclical,22.9898,9.8138,1.8738,21.494,12.874,0.7978,0.1063,0.114,-0.273,0.1545,0.0878,0.9012,0.4867,0.0577,2.5469,0.732,0.75
EXR,Real Estate,29.1634,27.7498,8.607,2.1042,19.018,5.7795,0.0385,0.046,0.158,0.4445,0.2826,0.7503,0.0701,0.0335,0.9868,0.758,4.84
F,Consumer Cyclical,,6.3243,0.2485,1.287,34.046,8.5357,0.0378,-0.048,,-0.0669,-0.0437,0.0581,-0.2019,-0.0013,4.6064,1.075,5.17
FANG,Energy,33.777,13.1246,3.8258,1.4924,7.358,104.3207,0.0091,-0.094,,-0.8649,0.1164,0.7304,0.0374,0.0137,0.3378,0.416,2.17
FAST,Industrials,42.4771,34.1098,6.4835,13.4789,29.062,3.339,0.0151,0.111,0.093,0.1896,0.1534,0.4501,0.3329,0.2123,0.112,4.852,1.94
FCX,Basic Materials,40.3816,16.1756,3.404,4.6638,11.73,3.8824,0.0177,-0.015,0.477,0.144,0.085,0.3706,0.1395,0.0719,0.341,2.291,0.98
FDS,Financial Services,14.6418,11.7455,3.5483,3.9489,10.518,1.2373,0.07,0.071,-0.045,0.3027,0.2448,0.5194,0.2808,0.1106,0.7297,1.431,1.93
FDX,Industrials,19.3075,16.2051,0.9386,2.8999,10.388,1.2807,0.0104,0.083,0.173,0.0694,0.0488,0.2755,0.1587,0.0503,1.4099,1.474,1.6
FE,Utilities,29.1534,17.4444,1.99,2.3701,11.728,1.5634,-0.0414,0.207,,0.2663,0.0684,0.6687,0.092,0.0372,1.9276,0.565,3.63
FFIV,Technology,25.1326,18.0647,5.4814,4.8772,18.351,2.0111,0.0395,0.073,0.099,0.2604,0.2246,0.8139,0.2084,0.0809,7.566,1.554,
FICO,Technology,40.3167,20.4594,12.5318,-14.322,28.74,0.9128,0.0222,0.164,0.077,0.4572,0.3189,0.8286,,0.3476,,0.929,
FIS,Technology,63.411,6.7158,2.2451,1.7118,11.643,0.2581,0.0787,0.082,0.881,0.2464,0.0358,0.3686,0.026,0.0437,0.9589,0.589,3.54
FITB,Financial Services,13.3456,9.6139,5.1061,1.561,,1.8042,,0.116,0.209,0.4109,0.3019,0.0,0.1219,0.0118,,,3.4
FIX,Industrials,49.0208,31.9923,5.4921,20.3248,35.62,,0.0155,0.01,0.388,0.0788,0.1123,0.2413,0.4924,0.1471,0.4549,1.211,0.16
FOX,Communication Services,12.6787,10.6378,1.4889,2.0574,7.971,12.1373,0.0715,0.02,-0.358,0.1135,0.1141,0.3544,0.1682,0.0881,0.6739,2.784,1.06
FOXA,Communication Services,14.0576,11.3637,1.5042,2.2812,8.664,13.4573,0.0708,0.02,-0.358,0.1135,0.1141,0.3544,0.1682,0.0881,0.6739,2.784,0.96
FRT,Real Estate,22.8184,33.5607,7.2464,2.9824,17.855,,0.0503,0.075,0.987,0.3446,0.3209,0.6792,0.1224,0.0327,1.4364,0.371,4.2
FSLR,Technology,13.7356,7.9792,4.0158,2.1975,8.824,0.4989,0.046,0.111,0.323,0.3256,0.2928,0.4062,0.1745,0.0784,6.871,2.675,
FTNT,Technology,34.1033,24.9435,9.026,49.5378,26.297,2.0761,0.0285,0.148,-0.011,0.3277,0.2726,0.8046,1.3572,0.1287,0.858,1.172,
FTV,Technology,35.2704,17.5795,4.2826,2.7234,17.444,,0.0481,0.046,-0.026,0.2013,0.1393,0.635,0.064,0.0313,0.5118,0.715,0.46
GD,Industrials,22.5802,19.3449,1.7992,3.6784,16.032,2.5285,0.0355,0.078,0.004,0.1014,0.0801,0.1513,0.1766,0.0599,0.382,1.444,1.74
GDDY,Technology,13.1302,6.7746,2.2292,51.1717,10.855,0.6777,0.1185,0.068,0.317,0.2514,0.1767,0.6361,1.929,0.0875,17.9572,0.615,
GE,Industrials,34.9701,32.7359,6.4676,15.7875,28.466,4.8417,0.0176,0.176,0.374,0.1955,0.1898,0.315,0.4469,0.0468,1.1407,1.041,0.67
GEHC,Healthcare,15.4615,12.6374,1.5564,3.089,10.503,1.6718,0.0526,0.071,-0.177,0.1572,0.101,0.3998,0.2238,0.0547,0.9872,1.373,0.2
GEN,Technology,19.4742,6.5832,2.4645,4.909,9.587,0.4623,0.113,0.258,0.201,0.3581,0.1276,0.7884,0.269,0.0717,3.6338,0.466,2.65
GEV,Industrials,50.7667,38.9971,6.4043,21.6669,78.654,3.4876,0.0216,0.038,6.717,0.0738,0.1283,0.2008,0.4264,0.0234,9.727,0.982,0.17
GILD,Healthcare,20.6062,14.5203,5.8896,7.6373,12.985,0.389,0.0435,0.047,0.234,0.3738,0.289,0.7884,0.4066,0.1252,1.1292,1.553,2.35
GIS,Consumer Defensive,9.1491,11.3668,1.087,3.6141,6.908,11.7371,0.1133,0.022,-0.145,0.1919,0.1205,0.3314,0.2359,0.0531,2.1763,0.563,6.52
GL,Financial Services,10.135,8.6282,1.8707,1.8878,8.507,,0.1014,0.036,0.095,0.2424,0.1937,0.3381,0.2059,0.0333,0.5126,0.76,0.93
GLW,Technology,80.8306,37.8841,8.1301,10.7367,36.845,1.6515,0.005,0.204,0.774,0.1656,0.1021,0.3598,0.149,0.0495,0.7619,1.588,0.76
GM,Consumer Cyclical,22.1835,5.2281,0.3657,1.0729,9.73,3.2868,0.1265,-0.051,,0.0654,0.0146,0.1072,0.0432,0.0254,2.083,1.165,0.99
GNRC,Industrials,71.8852,18.5627,2.706,4.3263,25.698,0.9393,0.0081,-0.116,,-0.0085,0.0379,0.3829,0.0628,0.0338,0.5248,2.026,
GOOG,Communication Services,27.2396,21.9261,8.8425,8.5716,23.321,2.2093,0.0107,0.18,0.311,0.3157,0.3281,0.5965,0.3571,0.1543,0.1613,2.005,0.29
GOOGL,Communication Services,27.3861,22.0236,8.8819,8.6097,23.427,2.2192,0.0106,0.18,0.311,0.3157,0.3281,0.5965,0.3571,0.1543,0.1613,2.005,0.28
GPC,Consumer Cyclical,220.1489,12.0823,0.5924,3.2194,10.282,1.3205,0.0471,0.041,,0.0485,0.0027,0.3745,0.015,0.046,1.5606,1.079,4.11
GPN,Industrials,14.4582,3.9465,2.3265,0.6623,9.5,0.1801,0.0975,-0.0,-0.592,0.2788,0.1817,0.7264,0.0482,0.0276,0.9332,1.69,1.56
GRMN,Technology,27.6981,23.3668,6.3133,5.1018,20.922,3.0836,0.0173,0.166,0.212,0.289,0.2296,0.5874,0.1978,0.1137,2.184,3.633,1.77
GS,Financial Services,16.807,13.2397,4.3119,2.4211,,1.5695,,0.152,0.173,0.3832,0.2892,0.8288,0.1386,0.0099,5.9607,1.528,2.09
GWW,Industrials,31.5486,23.0105,2.9505,14.1832,18.771,1.9022,0.0206,0.045,-0.02,0.1473,0.0951,0.3906,0.461,0.1903,0.6911,2.827,0.81
HAL,Energy,25.4467,14.1465,1.4481,3.0468,9.251,,0.0666,0.008,-0.005,0.149,0.0578,0.157,0.1227,0.0737,0.7916,2.04,1.78
HAS,Consumer Cyclical,,14.4047,2.698,23.5036,12.687,2.3303,0.0342,0.313,,0.2067,-0.0686,0.6382,-0.3636,0.1119,6.0058,1.381,3.11
HBAN,Financial Services,11.3597,8.2603,4.1818,1.1454,,1.8286,,0.103,-0.109,0.3978,0.2874,0.0,0.101,0.0104,,,3.93
HCA,Healthcare,16.6669,14.1807,1.3957,-17.5837,10.093,1.2908,0.0552,0.067,0.445,0.1629,0.0897,0.415,,0.1244,,0.965,0.66
HD,Consumer Cyclical,22.6181,19.7205,1.9452,25.0023,15.388,2.9441,0.0269,-0.038,-0.142,0.1008,0.086,0.3332,1.4554,0.1298,5.1439,1.061,2.9
HIG,Financial Services,10.2245,9.3994,1.3386,2.0228,7.256,,0.153,0.067,0.382,0.2002,0.1352,0.3743,0.2166,0.0372,0.2394,1.84,1.76
HII,Industrials,25.7713,19.4848,1.251,3.068,15.727,1.6933,0.0439,0.157,0.281,0.0593,0.0485,0.127,0.1242,0.0402,0.5876,1.133,1.39
HLT,Consumer Cyclical,49.7471,29.2701,14.3079,-13.0421,28.843,1.4429,0.0244,0.07,-0.385,0.4633,0.2941,0.7792,,0.1004,,0.665,0.2
HOLX,Healthcare,31.39,15.5901,4.0927,3.2172,12.617,1.6608,0.0502,0.025,-0.092,0.2299,0.1318,0.6038,0.1086,0.0743,0.4805,4.04,
HON,Industrials,33.1097,19.9972,3.8955,10.4839,20.03,2.0853,0.032,-0.033,-0.764,0.1541,0.1263,0.3693,0.2614,0.0594,2.3661,1.298,2.07
HOOD,Financial Services,33.6098,24.6852,13.8679,6.7942,,,,0.265,-0.345,0.4653,0.421,0.9238,0.2199,0.0586,1.3604,1.13,
HPE,Technology,,9.0314,0.9149,1.3201,10.13,0.8512,0.078,0.184,-0.303,0.0764,-0.0033,0.3207,-0.0047,0.0161,0.8722,1.035,2.32
HPQ,Technology,7.3902,6.5572,0.3185,-23.3653,5.75,1.6877,0.1578,0.069,-0.017,0.0618,0.0446,0.2025,,0.0562,,0.759,6.15
HRL,Consumer Defensive,24.8202,13.9631,1.0009,1.5311,9.765,1.4863,0.0314,-0.029,-0.051,0.1106,0.0403,0.1561,0.0612,0.0443,4.244,2.662,5.3
HSIC,Healthcare,22.6116,12.5953,0.6602,2.638,13.014,1.6413,0.044,0.077,0.136,0.053,0.0302,0.3114,0.087,0.0433,0.7174,1.383,
HST,Real Estate,17.4,19.7922,2.1746,2.0073,11.077,,0.0887,0.128,0.271,0.1209,0.1248,0.2883,0.1149,0.0407,0.8378,2.361,4.18
HSY,Consumer Defensive,47.6189,20.9267,3.5743,9.0201,23.596,1.1815,0.0347,0.07,-0.598,0.147,0.0755,0.3355,0.1889,0.0689,1.2376,1.192,2.82
HUBB,Industrials,29.846,22.8778,4.4956,6.8403,20.029,2.3996,0.0259,0.119,0.138,0.1913,0.1518,0.3549,0.2454,0.1003,0.6447,1.719,1.15
HUM,Healthcare,18.0905,11.6296,0.1654,1.2145,4.173,1.0385,0.0616,0.113,,-0.0179,0.0092,0.1454,0.0704,0.043,0.7482,2.003,1.99
HWM,Industrials,62.8865,42.2572,11.3492,17.4567,40.101,,0.0098,0.146,0.203,0.2634,0.1827,0.3417,0.3044,0.1213,0.6002,2.134,0.2
IBKR,Financial Services,30.5135,24.5812,18.549,5.6262,,2.4017,,0.152,0.303,0.788,0.1585,0.9254,0.2351,0.0247,1.2433,1.106,0.47
IBM,Technology,22.2765,18.5144,3.4482,7.1218,17.562,2.3202,0.0565,0.122,0.899,0.2477,0.1569,0.5819,0.3516,0.0544,1.9733,0.956,2.71
ICE,Financial Services,28.2461,19.0077,9.3573,3.1959,18.153,2.2642,0.0375,0.078,0.234,0.4956,0.3338,1.0,0.1188,0.0226,0.7008,1.02,1.28
IDXX,Healthcare,43.4771,34.6818,10.5374,28.2795,30.658,3.9619,0.0174,0.143,0.179,0.2976,0.2462,0.618,0.662,0.2559,0.6083,1.231,
IEX,Industrials,29.6682,21.2137,4.0957,3.528,16.666,1.7038,0.0381,0.042,0.055,0.207,0.1398,0.4452,0.1234,0.0663,0.4825,2.856,1.49
IFF,Basic Materials,,15.0861,1.6992,1.3085,13.239,0.8303,0.1673,-0.066,,0.0462,-0.0332,0.3616,-0.0256,0.0206,0.4688,1.422,2.21
INCY,Healthcare,14.9657,11.0918,3.7134,3.6842,10.811,0.3471,0.0319,0.278,0.436,0.2557,0.2503,0.5288,0.2987,0.1357,1.063,3.316,
INTC,Technology,,50.7791,4.7861,2.2015,21.643,,-0.0178,-0.041,,0.0514,-0.005,0.3656,0.0002,0.0028,0.3728,2.017,
INTU,Technology,27.4694,15.9564,5.8429,6.1524,19.772,1.0895,0.0451,0.174,0.485,0.1838,0.2157,0.809,0.2346,0.1033,0.3615,1.323,1.1
INVH,Real Estate,26.6146,35.6814,5.7632,1.6375,16.032,,0.0694,0.043,0.024,0.27,0.2163,0.5825,0.0609,0.0249,0.8812,2.423,4.7
IP,Consumer Cyclical,,12.1064,0.7794,1.239,7.045,1.5804,0.03,0.531,,0.0648,-0.1488,0.2974,-0.2468,0.0247,0.7107,1.279,5.32
IQV,Healthcare,22.1277,12.3099,1.8027,4.5187,14.872,0.7223,0.0754,0.103,0.236,0.1517,0.0834,0.3329,0.2144,0.0505,2.4593,0.749,
